id,company_name,parent_company
90663,brian grazer/scott rudin productions,brian grazer/scott rudin productions
24827,red mullet productions,red mullet productions
26192,chestnut hill productions,chestnut hill productions
2377,chicago pacific entertainment,chicago pacific entertainment
20004,"zanuck company, the","zanuck company, the"
1363,haft entertainment,haft entertainment
1443,matchmaker films,matchmaker films
1679,lux film,lux film
13437,champs-élysées productions,champs-élysées productions
5333,zeta entertainment,zeta entertainment
11793,lumière,lumière
21331,salon films,salon films
78239,cofimage 6,cofimage 6
78240,giai phong film studio,giai phong film studio
93380,eleventh street production,eleventh street production
93381,jon kilik,jon kilik
2756,vertigo productions,vertigo productions
4641,shochiku company,shochiku company
10211,alfran productions,alfran productions
99,olga-film gmbh (münchen),olga-film gmbh (münchen)
3054,golden way films ltd.,golden way films ltd.
2974,pope productions,pope productions
882,toho company,toho company
8724,australian film finance corporation (affc),australian film finance corporation (affc)
31317,meridian films,meridian films
37163,sandcastle 5 productions,sandcastle 5 productions
961,roger birnbaum productions,roger birnbaum productions
2592,albatros produktion,albatros produktion
525,ixtlan productions,ixtlan productions
15123,breakheart films,breakheart films
657,toho-towa,toho-towa
762,mutual film company,mutual film company
4650,marubeni,marubeni
15278,british broadcasting corporation (bbc),british broadcasting corporation (bbc)
1484,yorktown productions,yorktown productions
4169,kanzaman,kanzaman
90100,kan zamia-a,kan zamia-a
90101,polaris pictures,polaris pictures
4285,universal cartoon studios,"NBCUniversal Media, LLC."
491,summit entertainment,Lions Gate Entertainment Corporation
52003,elite-tonfilm-produktion gmbh,elite-tonfilm-produktion gmbh
4790,ima productions,ima productions
11332,la sept-arte,la sept-arte
30576,ima films,ima films
1460,loew's,loew's
11355,jurow-shepherd,jurow-shepherd
10715,alfred j. hitchcock productions,alfred j. hitchcock productions
11241,the mirisch company,the mirisch company
219,the mirisch corporation,the mirisch corporation
11982,ashton productions,ashton productions
31892,loew's incorporated,loew's incorporated
1553,selznick international pictures,selznick international pictures
11447,mercury productions,mercury productions
385,stanley kubrick productions,stanley kubrick productions
10096,walter wanger productions,walter wanger productions
10917,jerry wald productions,jerry wald productions
4928,allied artists pictures,allied artists pictures
12668,arthur freed production,arthur freed production
1258,michael todd company,michael todd company
11770,liberty films (ii),liberty films (ii)
5235,hunt stromberg productions,hunt stromberg productions
16305,premier productions,premier productions
1432,republic pictures,republic pictures
4978,gaumont british picture corporation,gaumont british picture corporation
15524,lewis milestone productions,lewis milestone productions
12258,howard hughes productions,howard hughes productions
638,laurel group,laurel group
3139,off color films,off color films
14121,image ten,image ten
14122,market square productions,market square productions
262,independent film distributors,independent film distributors
3632,romulus films,romulus films
3248,santana pictures corporation,santana pictures corporation
15931,rizzoli-haggiag,rizzoli-haggiag
100,avon production,avon production
9330,frank capra productions,frank capra productions
34103,walter wagner productions,walter wagner productions
5999,grand national pictures,grand national pictures
19729,zion meyers productions,zion meyers productions
22060,d & b films co. ltd.,d & b films co. ltd.
21154,jacaranda films,jacaranda films
21155,investec merchant bank,investec merchant bank
38567,bmg independents,bmg independents
31551,pacific motion pictures corporation,pacific motion pictures corporation
78106,stewart pictures,stewart pictures
691,cappa productions,cappa productions
17218,gramercy pictures (ii),gramercy pictures (ii)
608,dor film produktionsgesellschaft gmbh,dor film produktionsgesellschaft gmbh
610,kuchenreuther filmproduktion gmbh,kuchenreuther filmproduktion gmbh
887,neo productions,neo productions
656,metropolitan filmexport,metropolitan filmexport
11273,circle films,circle films
20049,duart,duart
19529,redemption productions,redemption productions
44774,tinderbox films,tinderbox films
10153,simian films,simian films
8830,touchwood pacific partners 1,touchwood pacific partners 1
30702,multicom entertainment,multicom entertainment
6304,robert wise productions,robert wise productions
6305,argyle enterprises,argyle enterprises
5570,allied vision,allied vision
38436,world film music limited,world film music limited
38944,clavius base,clavius base
38555,cinema 7,cinema 7
10532,world productions,world productions
2980,forge,forge
21920,the steve tisch company,the steve tisch company
457,constellation films,constellation films
6033,paramount,Paramount Global
21583,jam productions,jam productions
67930,chal productions,chal productions
20809,normal life productions,normal life productions
163,revolution films,revolution films
40945,azucar films,azucar films
240,bazmark films,bazmark films
2833,independent pictures (ii),independent pictures (ii)
8824,the alfred shay company inc.,the alfred shay company inc.
13534,first look pictures,first look pictures
3475,walt disney television animation,The Walt Disney Company
11707,vic films productions,vic films productions
14377,j. arthur rank organisation,j. arthur rank organisation
17339,javelin films,javelin films
3434,david l. wolper productions,david l. wolper productions
55239,transatlantic films,transatlantic films
3185,achilles,achilles
13954,rollins-joffe productions,rollins-joffe productions
13309,jack rollins & charles h. joffe productions,jack rollins & charles h. joffe productions
11352,prominent features,prominent features
20076,handmade films,handmade films
58752,python (monty) pictures,python (monty) pictures
8844,artista management,artista management
8846,peerford ltd.,peerford ltd.
8776,redford-ritchie productions,redford-ritchie productions
273,tatira-hiller productions,tatira-hiller productions
18875,leland hayward productions,leland hayward productions
137,great american films limited partnership,great american films limited partnership
12360,vestron pictures,vestron pictures
1632,lionsgate,Lions Gate Entertainment Corporation
26198,dog eat dog productions inc.,dog eat dog productions inc.
469,hemdale film corporation,hemdale film corporation
1648,gladden entertainment,gladden entertainment
78806,bill graham films,bill graham films
927,palace pictures,palace pictures
1202,nippon film development and finance inc.,nippon film development and finance inc.
8876,eurotrustees,eurotrustees
67780,ggr,ggr
67781,zupnik cinema group ii,zupnik cinema group ii
964,keith barish productions,keith barish productions
1155,incorporated television company,incorporated television company
38857,orenda films,orenda films
7901,harmony gold,harmony gold
54301,canned pictures inc,canned pictures inc
1317,charles k. feldman group,charles k. feldman group
3358,discovery channel productions,Warner Bros. Entertainment Inc.
224,wega film,wega film
208,bac films,bac films
793,galatée films,galatée films
8453,télévision suisse-romande (tsr),télévision suisse-romande (tsr)
19264,conseil général de l'aveyron,conseil général de l'aveyron
19289,les productions jmh,les productions jmh
26009,delta images,delta images
8764,redwave films,redwave films
65387,public television playhouse inc.,public television playhouse inc.
3989,c&p productions,c&p productions
23210,center for film and audiovisual arts of the french community of belgium,center for film and audiovisual arts of the french community of belgium
34,sony pictures,Sony Group Corporation
39526,woodward productions,woodward productions
39527,weiny bro prods.,weiny bro prods.
10257,jewel productions,jewel productions
10258,pimlico films,pimlico films
15980,incorporated television company (itc),incorporated television company (itc)
494,avco embassy pictures,avco embassy pictures
495,edi,edi
498,debra hill productions,debra hill productions
500,goldcrest films international,goldcrest films international
502,international film investors,international film investors
664,city film,city film
10312,wescom productions,wescom productions
1869,amlf,amlf
20091,rai radiotelevisione italiana,rai radiotelevisione italiana
79619,vision comunicaciones,vision comunicaciones
79620,catalina cinema,catalina cinema
79621,arauco films,arauco films
416,python (monty) pictures limited,python (monty) pictures limited
463,michael white productions,michael white productions
464,national film trustee company,national film trustee company
465,twickenham film studios,twickenham film studios
1373,jürgen brüning filmproduktion,jürgen brüning filmproduktion
56302,dangerous to know swell co.,dangerous to know swell co.
56303,hustler white productions,hustler white productions
44467,big sister production,big sister production
6584,gemini films,gemini films
11143,madragoa filmes,madragoa filmes
17183,warren miller entertainment,warren miller entertainment
8738,david sonenberg production,david sonenberg production
8739,das films,das films
